"ExhTitle","StartDate","EndDate","DisplayName","Gender","Nationality","YearBirth","YearDeath","Movement","ExhibitionLength","ConstituentID","StartYear","count","LifetimeExhibitionLength"
"Painting and Sculpture from the Museum Collection",1950-08-29,1950-10-15,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",47,3115,1950,1,6244
"Recent Acquisitions",1951-02-13,1951-05-13,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",89,3115,1951,1,6244
"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism",1953-06-23,1953-10-04,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",103,3115,1953,1,6244
"XXVth Anniversary Exhibition: Paintings from the Museum Collection",1954-10-19,1955-02-06,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",110,3115,1954,2,6244
"Prints from Europe and Japan; Etchings by Matisse",1955-05-04,1955-05-31,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",27,3115,1955,2,6244
"Recent European Acquisitions",1956-11-28,1957-01-20,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",53,3115,1956,1,6244
"German Art of the 20th Century",1957-10-02,1957-12-01,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",60,3115,1957,2,6244
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss",1958-04-23,1958-05-18,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",25,3115,1958,3,6244
"Art Nouveau",1960-06-08,1960-09-06,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",90,3115,1960,2,6244
"Fifty Drawings: Recent Acquisitions",1962-04-10,1962-08-12,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",124,3115,1962,1,6244
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",NA,3115,1964,2,6244
"44 Drawings: Recent Acquisitions",1965-09-06,1966-01-23,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",139,3115,1965,1,6244
"Paul J. Sachs Gallery Print Re-installation",1966-03-03,NA,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",NA,3115,1966,3,6244
"The Artist as His Subject",1967-04-28,1967-04-30,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",2,3115,1967,3,6244
"Cézanne to Miró",1968-04-23,1968-04-25,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",2,3115,1968,1,6244
"Painting and Sculpture from the Museum Collection",1969-11-05,NA,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",NA,3115,1969,2,6244
"The Nude: Thirty 20th-Century Drawings",1970-11-10,1971-04-21,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",162,3115,1970,1,6244
"Permanent Collection",1972-03-29,NA,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",NA,3115,1972,3,6244
"Works on Paper",1973-03-07,1973-06-04,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",89,3115,1973,3,6244
"German Drawing: The Expressionists",1974-08-30,1974-11-10,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",72,3115,1974,1,6244
"Points of View",1975-03-07,1975-06-08,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",93,3115,1975,2,6244
"The ""Wild Beasts"": Fauvism and Its Affinities",1976-03-26,1976-06-01,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",67,3115,1976,2,6244
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection",1978-04-28,1978-07-04,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",67,3115,1978,2,6244
"Art of the Twenties",1979-11-14,1980-01-22,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",69,3115,1979,1,6244
"Reinstallation of the Collection",1980-10-23,NA,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",NA,3115,1980,2,6244
"Masterpieces from the Collection",1982-03-08,1983-03-01,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",358,3115,1982,1,6244
"Prints from Blocks: Gauguin to Now",1983-03-03,1983-05-15,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",73,3115,1983,1,6244
"Selections from the Permanent Collection: Painting and Sculpture",1984-05-17,NA,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",NA,3115,1984,2,6244
"The Expressionist Idiom",1985-05-06,1985-12-18,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",226,3115,1985,2,6244
"Naked/Nude",1986-05-29,1986-09-30,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",124,3115,1986,1,6244
"Drawings Acquisitions",1987-01-24,1987-06-14,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",141,3115,1987,2,6244
"Recent Acquisitions",1988-11-24,1989-01-10,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",47,3115,1988,1,6244
"Master Prints from the Collection",1989-04-06,1989-08-08,"Ernst Ludwig Kirchner","Male","German",1880,1938,"Die Brucke",124,3115,1989,2,6244
"Painting in Paris",1930-01-19,1930-03-02,"Fernand Léger","Male","French",1881,1955,NA,42,6624,1930,2,7721
"Summer Exhibition: Painting and Sculpture",1932-06-07,1932-10-30,"Fernand Léger","Male","French",1881,1955,NA,145,6624,1932,2,7721
"Summer Exhibition: Painting and Sculpture",1933-07-10,1933-09-30,"Fernand Léger","Male","French",1881,1955,NA,82,6624,1933,2,7721
"International Exhibition of Theatre Art",1934-01-15,1934-02-25,"Fernand Léger","Male","French",1881,1955,NA,41,6624,1934,3,7721
"Summer Exhibition: The Museum Collection and a Private Collection on Loan",1935-06-04,1935-09-24,"Fernand Léger","Male","French",1881,1955,NA,112,6624,1935,2,7721
"Cubism and Abstract Art",1936-03-02,1936-04-19,"Fernand Léger","Male","French",1881,1955,NA,48,6624,1936,1,7721
"Summer Exhibition: Painting and Sculpture from the Museum Collection and on Loan",1937-06-23,1937-11-04,"Fernand Léger","Male","French",1881,1955,NA,134,6624,1937,1,7721
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"Fernand Léger","Male","French",1881,1955,NA,143,6624,1939,1,7721
"Paintings and Sculpture from the Museum Collection",1940-01-12,1940-03-03,"Fernand Léger","Male","French",1881,1955,NA,51,6624,1940,2,7721
"Painting and Sculpture from the Museum Collection",1941-04-30,1941-05-06,"Fernand Léger","Male","French",1881,1955,"NA",6,6624,1941,2,7721
"New Acquisitions and Extended Loans: Cubist and Abstract Art",1942-03-25,1942-05-03,"Fernand Léger","Male","French",1881,1955,NA,39,6624,1942,2,7721
"Modern Drawings",1944-02-16,1944-05-10,"Fernand Léger","Male","French",1881,1955,NA,84,6624,1944,4,7721
"Recent Acquisitions",1945-02-15,1945-03-18,"Fernand Léger","Male","French",1881,1955,NA,31,6624,1945,3,7721
"The Museum Collection of Painting",1946-02-19,1946-05-05,"Fernand Léger","Male","French",1881,1955,NA,75,6624,1946,3,7721
"Large-Scale Modern Paintings",1947-04-01,1947-05-04,"Fernand Léger","Male","French",1881,1955,NA,33,6624,1947,3,7721
"Print Gift of Victor S. Riesenfeld and Matisse: Jazz: Gift of the Artist",1948-10-01,1948-10-31,"Fernand Léger","Male","French",1881,1955,NA,30,6624,1948,1,7721
"Master Prints from the Museum Collection",1949-05-10,1949-07-10,"Fernand Léger","Male","French",1881,1955,NA,61,6624,1949,2,7721
"Recent Acquisitions",1950-01-31,1950-05-07,"Fernand Léger","Male","French",1881,1955,NA,96,6624,1950,3,7721
"Masterworks Acquired through the Mrs. Simon Guggenheim Fund",1952-01-29,1952-03-23,"Fernand Léger","Male","French",1881,1955,NA,54,6624,1952,5,7721
"New Acquisitions",1953-02-11,1953-03-15,"Fernand Léger","Male","French",1881,1955,NA,32,6624,1953,3,7721
"Faces and Figures: Drawings from the Collection of The Museum of Modern Art",1954-04-21,1954-06-06,"Fernand Léger","Male","French",1881,1955,NA,46,6624,1954,3,7721
"Painting and Sculpture from the Museum Collection: New Acquisitions",1955-03-05,1955-04-24,"Fernand Léger","Male","French",1881,1955,NA,50,6624,1955,5,7721
"Drawings Recently Acquired for the Museum Collection",1957-01-29,1957-02-24,"Fernand Léger","Male","French",1881,1955,NA,26,6624,1957,1,7721
"Philip L. Goodwin Collection",1958-10-08,1958-11-09,"Fernand Léger","Male","French",1881,1955,NA,32,6624,1958,3,7721
"Drawings, Watercolors, Collages: New Acquisitions",1959-07-15,1959-10-15,"Fernand Léger","Male","French",1881,1955,NA,92,6624,1959,2,7721
"Fifty Modern Paintings and Sculpture Especially Donated for the Benefit of the 30th Anniversary Fund of The Museum of Modern Art",1960-04-20,NA,"Fernand Léger","Male","French",1881,1955,NA,NA,6624,1960,3,7721
"Lettering by Hand",1962-11-06,1963-01-06,"Fernand Léger","Male","French",1881,1955,NA,61,6624,1962,1,7721
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Fernand Léger","Male","French",1881,1955,NA,NA,6624,1964,2,7721
"Recent Acquisitions: Painting and Sculpture",1965-02-16,1965-04-25,"Fernand Léger","Male","French",1881,1955,NA,68,6624,1965,2,7721
"The Sidney and Harriet Janis Collection",1968-01-17,1968-03-04,"Fernand Léger","Male","French",1881,1955,NA,47,6624,1968,3,7721
"Painting and Sculpture from the Museum Collection",1969-04-28,1969-11-04,"Fernand Léger","Male","French",1881,1955,NA,190,6624,1969,3,7721
"Mrs. Simon Guggenheim, 1877–1970: In Memoriam",1970-02-25,1970-03-17,"Fernand Léger","Male","French",1881,1955,NA,20,6624,1970,2,7721
"Ways of Looking",1971-07-28,1971-11-01,"Fernand Léger","Male","French",1881,1955,NA,96,6624,1971,1,7721
"Permanent Collection",1972-03-29,NA,"Fernand Léger","Male","French",1881,1955,NA,NA,6624,1972,2,7721
"Drawings from the Kröller-Müller National Museum, Otterlo",1973-05-24,1973-08-19,"Fernand Léger","Male","French",1881,1955,NA,87,6624,1973,2,7721
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"Fernand Léger","Male","French",1881,1955,NA,87,6624,1974,1,7721
"In the Twenties",1975-03-21,1975-06-15,"Fernand Léger","Male","French",1881,1955,NA,86,6624,1975,3,7721
"Cubism and Its Affinities",1976-02-09,1976-05-09,"Fernand Léger","Male","French",1881,1955,NA,90,6624,1976,3,7721
"Arp on Paper",1977-12-15,1978-03-05,"Fernand Léger","Male","French",1881,1955,NA,80,6624,1977,1,7721
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection",1978-04-28,1978-07-04,"Fernand Léger","Male","French",1881,1955,NA,67,6624,1978,1,7721
"Art of the Twenties",1979-11-14,1980-01-22,"Fernand Léger","Male","French",1881,1955,NA,69,6624,1979,1,7721
"Around Picasso",1980-05-14,1980-09-30,"Fernand Léger","Male","French",1881,1955,NA,139,6624,1980,3,7721
"Recent Acquisitions: Drawings",1981-03-19,1981-06-02,"Fernand Léger","Male","French",1881,1955,NA,75,6624,1981,1,7721
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"Fernand Léger","Male","French",1881,1955,NA,15,6624,1982,1,7721
"Prints from Blocks: Gauguin to Now",1983-03-03,1983-05-15,"Fernand Léger","Male","French",1881,1955,NA,73,6624,1983,2,7721
"Selections from the Permanent Collection: Painting and Sculpture",1984-05-17,NA,"Fernand Léger","Male","French",1881,1955,NA,NA,6624,1984,2,7721
"Contrasts of Form: Geometric Abstract Art, 1910–1980",1985-10-02,1986-01-07,"Fernand Léger","Male","French",1881,1955,NA,97,6624,1985,1,7721
"Drawings Acquisitions",1987-01-24,1987-06-14,"Fernand Léger","Male","French",1881,1955,NA,141,6624,1987,3,7721
"Abstractions",1988-11-17,1989-03-26,"Fernand Léger","Male","French",1881,1955,NA,129,6624,1988,2,7721
"Watercolors: Selections from the Permanent Collection",1989-03-16,1989-07-04,"Fernand Léger","Male","French",1881,1955,NA,110,6624,1989,3,7721
"16 Americans",1959-12-16,1960-02-17,"Frank Stella","Male","American",1936,0,NA,63,5640,1959,1,4858
"Recent Acquisitions",1960-12-21,1961-02-05,"Frank Stella","Male","American",1936,0,NA,46,5640,1960,1,4858
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Frank Stella","Male","American",1936,0,NA,NA,5640,1964,1,4858
"The Responsive Eye",1965-02-25,1965-04-25,"Frank Stella","Male","American",1936,0,NA,59,5640,1965,1,4858
"The 1960s: Painting and Sculpture from the Museum Collection",1967-06-28,1967-09-24,"Frank Stella","Male","American",1936,0,NA,88,5640,1967,1,4858
"Word and Image: Posters and Typography from the Graphic Design Collection of the Museum of Modern Art, 1879–1967",1968-01-25,1968-03-10,"Frank Stella","Male","American",1936,0,NA,45,5640,1968,2,4858
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection",1969-05-28,1969-09-01,"Frank Stella","Male","American",1936,0,NA,96,5640,1969,2,4858
"Frank Stella",1970-03-24,1970-06-02,"Frank Stella","Male","American",1936,0,NA,70,5640,1970,1,4858
"Technics and Creativity: Selections from Gemini G.E.L.",1971-05-05,1971-07-06,"Frank Stella","Male","American",1936,0,NA,62,5640,1971,2,4858
"Permanent Collection",1972-03-29,NA,"Frank Stella","Male","American",1936,0,NA,NA,5640,1972,1,4858
"Prints of the Sixties",1973-03-22,1973-05-09,"Frank Stella","Male","American",1936,0,NA,48,5640,1973,2,4858
"Works from Change, Inc.",1974-09-25,1974-10-20,"Frank Stella","Male","American",1936,0,NA,25,5640,1974,1,4858
"Printsequence",1975-10-03,1976-01-18,"Frank Stella","Male","American",1936,0,NA,107,5640,1975,1,4858
"Drawing Now: 1955–1975",1976-01-23,1976-03-09,"Frank Stella","Male","American",1936,0,NA,46,5640,1976,2,4858
"New Art for the New Year",1977-02-13,1978-04-09,"Frank Stella","Male","American",1936,0,NA,420,5640,1977,1,4858
"Art for Corporations",1978-04-17,1978-07-04,"Frank Stella","Male","American",1936,0,NA,78,5640,1978,3,4858
"The Stage Show",1979-03-05,1979-05-29,"Frank Stella","Male","American",1936,0,NA,85,5640,1979,2,4858
"Printed Art: A View of Two Decades",1980-02-13,1980-04-01,"Frank Stella","Male","American",1936,0,NA,48,5640,1980,3,4858
"Masterpieces from the Collection",1982-03-08,1983-03-01,"Frank Stella","Male","American",1936,0,NA,358,5640,1982,2,4858
"Some Contemporary Prints",1983-07-21,1983-09-13,"Frank Stella","Male","American",1936,0,NA,54,5640,1983,1,4858
"Selections from the Permanent Collection: Painting and Sculpture",1984-05-17,NA,"Frank Stella","Male","American",1936,0,NA,NA,5640,1984,2,4858
"Reinstallation of the Contemporary Galleries",1985-02-15,1985-03-17,"Frank Stella","Male","American",1936,0,NA,30,5640,1985,6,4858
"Recent Acquisitions: Contemporary Prints",1986-02-07,1986-07-08,"Frank Stella","Male","American",1936,0,NA,151,5640,1986,3,4858
"Reinstallation of the Painting and Sculpture Collection",1987-04-25,1987-06-13,"Frank Stella","Male","American",1936,0,NA,49,5640,1987,5,4858
"Committed to Print",1988-01-31,1988-04-19,"Frank Stella","Male","American",1936,0,NA,79,5640,1988,3,4858
"Contemporary Works from the Collection",1989-06-24,1990-03-18,"Frank Stella","Male","American",1936,0,NA,267,5640,1989,1,4858
"German Painting and Sculpture",1931-03-12,1931-04-22,"George Grosz","Male","American",1893,1959,"New Objectivity",41,2374,1931,1,5891
"New Acquisitions: Lachaise Torso; Prints",1934-07-11,1934-09-13,"George Grosz","Male","American",1893,1959,"New Objectivity",64,2374,1934,2,5891
"Fantastic Art, Dada, Surrealism",1936-12-07,1937-01-17,"George Grosz","Male","American",1893,1959,"New Objectivity",41,2374,1936,1,5891
"Summer Exhibition: Painting and Sculpture from the Museum Collection and on Loan",1937-06-23,1937-11-04,"George Grosz","Male","American",1893,1959,"New Objectivity",134,2374,1937,1,5891
"Three Centuries of American Art",1938-05-24,1938-07-31,"George Grosz","Male","American",1893,1959,"New Objectivity",68,2374,1938,1,5891
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"George Grosz","Male","American",1893,1959,"New Objectivity",143,2374,1939,1,5891
"Paintings and Sculpture from the Museum Collection",1940-01-12,1940-03-03,"George Grosz","Male","American",1893,1959,"New Objectivity",51,2374,1940,1,5891
"George Grosz",1941-10-08,1941-11-02,"George Grosz","Male","American",1893,1959,"New Objectivity",25,2374,1941,1,5891
"The Artists' New York",1942-01-28,1942-03-02,"George Grosz","Male","American",1893,1959,"New Objectivity",33,2374,1942,2,5891
"Romantic Painting in America",1943-11-17,1944-02-06,"George Grosz","Male","American",1893,1959,"New Objectivity",81,2374,1943,1,5891
"Modern Drawings",1944-02-16,1944-05-10,"George Grosz","Male","American",1893,1959,"New Objectivity",84,2374,1944,2,5891
"Paintings, Sculpture, and Graphic Arts from the Museum Collection",1946-07-02,NA,"George Grosz","Male","American",1893,1959,"New Objectivity",NA,2374,1946,3,5891
"Drawings in the Collection of The Museum of Modern Art",1947-04-15,1947-06-01,"George Grosz","Male","American",1893,1959,"New Objectivity",47,2374,1947,1,5891
"New Acquisitions",1948-01-13,1948-03-21,"George Grosz","Male","American",1893,1959,"New Objectivity",68,2374,1948,3,5891
"Pictures for Children Aged 3–12 Years",1949-03-18,1949-04-17,"George Grosz","Male","American",1893,1959,"New Objectivity",30,2374,1949,2,5891
"Recent Acquisitions",1950-01-31,1950-05-07,"George Grosz","Male","American",1893,1959,"New Objectivity",96,2374,1950,2,5891
"Gallery Expansion and New Acquisitions",1952-12-23,NA,"George Grosz","Male","American",1893,1959,"New Objectivity",NA,2374,1952,1,5891
"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism",1953-06-23,1953-10-04,"George Grosz","Male","American",1893,1959,"New Objectivity",103,2374,1953,1,5891
"Faces and Figures: Drawings from the Collection of The Museum of Modern Art",1954-04-21,1954-06-06,"George Grosz","Male","American",1893,1959,"New Objectivity",46,2374,1954,2,5891
"German Art of the 20th Century",1957-10-02,1957-12-01,"George Grosz","Male","American",1893,1959,"New Objectivity",60,2374,1957,1,5891
"Drawings, Watercolors, Collages: New Acquisitions",1959-07-15,1959-10-15,"George Grosz","Male","American",1893,1959,"New Objectivity",92,2374,1959,1,5891
"Portraits from the Museum Collection",1960-05-04,1960-09-18,"George Grosz","Male","American",1893,1959,"New Objectivity",137,2374,1960,2,5891
"America Seen: Between The Wars",1961-04-25,1961-08-07,"George Grosz","Male","American",1893,1959,"New Objectivity",104,2374,1961,2,5891
"Recent Acquisitions",1962-11-20,1963-01-13,"George Grosz","Male","American",1893,1959,"New Objectivity",54,2374,1962,1,5891
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"George Grosz","Male","American",1893,1959,"New Objectivity",NA,2374,1964,2,5891
"John S. Newberry: A Memorial Exhibition",1965-04-13,1965-07-14,"George Grosz","Male","American",1893,1959,"New Objectivity",92,2374,1965,2,5891
"Recent Acquisitions: Painting and Sculpture",1966-04-06,1966-06-12,"George Grosz","Male","American",1893,1959,"New Objectivity",67,2374,1966,3,5891
"Manhattan Observed",1968-03-22,1968-07-01,"George Grosz","Male","American",1893,1959,"New Objectivity",101,2374,1968,3,5891
"George Grosz: Watercolors and Drawings",1969-10-01,1969-11-16,"George Grosz","Male","American",1893,1959,"New Objectivity",46,2374,1969,2,5891
"The Artist as Adversary",1971-07-01,1971-09-27,"George Grosz","Male","American",1893,1959,"New Objectivity",88,2374,1971,1,5891
"Drawn in America",1972-03-01,1972-05-29,"George Grosz","Male","American",1893,1959,"New Objectivity",89,2374,1972,2,5891
"Works on Paper",1973-03-07,1973-06-04,"George Grosz","Male","American",1893,1959,"New Objectivity",89,2374,1973,4,5891
"German Drawing: The Expressionists",1974-08-30,1974-11-10,"George Grosz","Male","American",1893,1959,"New Objectivity",72,2374,1974,1,5891
"Points of View",1975-03-07,1975-06-08,"George Grosz","Male","American",1893,1959,"New Objectivity",93,2374,1975,3,5891
"Between World Wars: Drawing in Europe and America",1976-08-20,1976-11-14,"George Grosz","Male","American",1893,1959,"New Objectivity",86,2374,1976,1,5891
"Artists and Writers",1978-07-10,1978-10-03,"George Grosz","Male","American",1893,1959,"New Objectivity",85,2374,1978,1,5891
"Art of the Twenties",1979-11-14,1980-01-22,"George Grosz","Male","American",1893,1959,"New Objectivity",69,2374,1979,1,5891
"Words and Pictures",1981-08-20,1981-10-06,"George Grosz","Male","American",1893,1959,"New Objectivity",47,2374,1981,1,5891
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"George Grosz","Male","American",1893,1959,"New Objectivity",15,2374,1982,1,5891
"The Modern Drawing: 100 Works on Paper from The Museum of Modern Art",1983-10-26,1984-01-03,"George Grosz","Male","American",1893,1959,"New Objectivity",69,2374,1983,1,5891
"Selections from the Permanent Collection: Drawings",1984-05-17,NA,"George Grosz","Male","American",1893,1959,"New Objectivity",NA,2374,1984,2,5891
"The Expressionist Idiom",1985-05-06,1985-12-18,"George Grosz","Male","American",1893,1959,"New Objectivity",226,2374,1985,2,5891
"European Drawing Between the Wars",1987-10-24,1988-03-01,"George Grosz","Male","American",1893,1959,"New Objectivity",129,2374,1987,2,5891
"Collage: Selections from the Permanent Collection",1988-11-03,1989-02-28,"George Grosz","Male","American",1893,1959,"New Objectivity",117,2374,1988,1,5891
"Watercolors: Selections from the Permanent Collection",1989-03-16,1989-07-04,"George Grosz","Male","American",1893,1959,"New Objectivity",110,2374,1989,3,5891
"Painting in Paris",1930-01-19,1930-03-02,"Georges Braque","Male","French",1882,1963,"Cubism",42,744,1930,2,7367
"Summer Exhibition: Painting and Sculpture",1932-06-07,1932-10-30,"Georges Braque","Male","French",1882,1963,"Cubism",145,744,1932,1,7367
"Fruit and Flower Paintings",1933-05-13,1933-05-31,"Georges Braque","Male","French",1882,1963,"Cubism",18,744,1933,4,7367
"International Exhibition of Theatre Art",1934-01-15,1934-02-25,"Georges Braque","Male","French",1882,1963,"Cubism",41,744,1934,2,7367
"Summer Exhibition: The Museum Collection and a Private Collection on Loan",1935-06-04,1935-09-24,"Georges Braque","Male","French",1882,1963,"Cubism",112,744,1935,1,7367
"Cubism and Abstract Art",1936-03-02,1936-04-19,"Georges Braque","Male","French",1882,1963,"Cubism",48,744,1936,3,7367
"Summer Exhibition: Painting and Sculpture from the Museum Collection and on Loan",1937-06-23,1937-11-04,"Georges Braque","Male","French",1882,1963,"Cubism",134,744,1937,1,7367
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"Georges Braque","Male","French",1882,1963,"Cubism",143,744,1939,1,7367
"Modern Masters from European and American Collections",1940-01-26,1940-03-24,"Georges Braque","Male","French",1882,1963,"Cubism",58,744,1940,2,7367
"Painting and Sculpture from the Museum Collection",1941-04-30,1941-05-06,"Georges Braque","Male","French",1882,1963,"Cubism",6,744,1941,5,7367
"New Acquisitions and Extended Loans: Cubist and Abstract Art",1942-03-25,1942-05-03,"Georges Braque","Male","French",1882,1963,"Cubism",39,744,1942,1,7367
"Modern Drawings",1944-02-16,1944-05-10,"Georges Braque","Male","French",1882,1963,"Cubism",84,744,1944,3,7367
"Recent Acquisitions",1945-02-15,1945-03-18,"Georges Braque","Male","French",1882,1963,"Cubism",31,744,1945,3,7367
"Recent Acquisitions in Painting and Sculpture",1946-02-06,1946-02-24,"Georges Braque","Male","French",1882,1963,"Cubism",18,744,1946,4,7367
"World of Illusion: Elements of Stage Design",1947-10-14,1948-01-04,"Georges Braque","Male","French",1882,1963,"Cubism",82,744,1947,1,7367
"New Acquisitions",1948-01-13,1948-03-21,"Georges Braque","Male","French",1882,1963,"Cubism",68,744,1948,4,7367
"Georges Braque",1949-03-29,1949-06-12,"Georges Braque","Male","French",1882,1963,"Cubism",75,744,1949,3,7367
"Three Modern Styles",1950-07-11,1950-09-05,"Georges Braque","Male","French",1882,1963,"Cubism",56,744,1950,1,7367
"Selections from 5 New York Private Collections",1951-06-26,1951-09-09,"Georges Braque","Male","French",1882,1963,"Cubism",75,744,1951,1,7367
"Masterworks Acquired through the Mrs. Simon Guggenheim Fund",1952-01-29,1952-03-23,"Georges Braque","Male","French",1882,1963,"Cubism",54,744,1952,4,7367
"XXVth Anniversary Exhibition: Paintings from the Museum Collection",1954-10-19,1955-02-06,"Georges Braque","Male","French",1882,1963,"Cubism",110,744,1954,2,7367
"Painting and Sculpture from the Museum Collection: New Acquisitions",1955-03-05,1955-04-24,"Georges Braque","Male","French",1882,1963,"Cubism",50,744,1955,2,7367
"Three Painters as Printmakers: Braque, Miró, Morandi",1958-01-29,1958-03-02,"Georges Braque","Male","French",1882,1963,"Cubism",32,744,1958,3,7367
"Selections from the Art Lending Service",1960-03-24,1960-04-17,"Georges Braque","Male","French",1882,1963,"Cubism",24,744,1960,3,7367
"The Mrs. Adele R. Levy Collection: A Memorial Exhibition",1961-06-09,1961-07-16,"Georges Braque","Male","French",1882,1963,"Cubism",37,744,1961,2,7367
"Fifty Drawings: Recent Acquisitions",1962-04-10,1962-08-12,"Georges Braque","Male","French",1882,1963,"Cubism",124,744,1962,3,7367
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Georges Braque","Male","French",1882,1963,"Cubism",NA,744,1964,1,7367
"The School of Paris: Paintings from the Florence May Schoenborn and Samuel A. Marx Collection",1965-11-02,1966-01-02,"Georges Braque","Male","French",1882,1963,"Cubism",61,744,1965,1,7367
"The Taste of a Connoisseur: The Paul J. Sachs Collection",1966-12-21,1967-03-05,"Georges Braque","Male","French",1882,1963,"Cubism",74,744,1966,1,7367
"Word and Image: Posters and Typography from the Graphic Design Collection of the Museum of Modern Art, 1879–1967",1968-01-25,1968-03-10,"Georges Braque","Male","French",1882,1963,"Cubism",45,744,1968,1,7367
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection",1969-05-28,1969-09-01,"Georges Braque","Male","French",1882,1963,"Cubism",96,744,1969,2,7367
"Recent Acquisitions V",1970-06-05,1970-09-13,"Georges Braque","Male","French",1882,1963,"Cubism",100,744,1970,2,7367
"Ways of Looking",1971-07-28,1971-11-01,"Georges Braque","Male","French",1882,1963,"Cubism",96,744,1971,1,7367
"Prints for Collectors",1972-06-26,1972-09-15,"Georges Braque","Male","French",1882,1963,"Cubism",81,744,1972,2,7367
"Works on Paper",1973-03-07,1973-06-04,"Georges Braque","Male","French",1882,1963,"Cubism",89,744,1973,2,7367
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"Georges Braque","Male","French",1882,1963,"Cubism",87,744,1974,2,7367
"Cubism and Its Affinities",1976-02-09,1976-05-09,"Georges Braque","Male","French",1882,1963,"Cubism",90,744,1976,4,7367
"Posters by Painters",1977-01-21,1977-03-23,"Georges Braque","Male","French",1882,1963,"Cubism",61,744,1977,4,7367
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection",1978-04-28,1978-07-04,"Georges Braque","Male","French",1882,1963,"Cubism",67,744,1978,1,7367
"Art of the Twenties",1979-11-14,1980-01-22,"Georges Braque","Male","French",1882,1963,"Cubism",69,744,1979,1,7367
"Around Picasso",1980-05-14,1980-09-30,"Georges Braque","Male","French",1882,1963,"Cubism",139,744,1980,3,7367
"Words and Pictures",1981-08-20,1981-10-06,"Georges Braque","Male","French",1882,1963,"Cubism",47,744,1981,1,7367
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"Georges Braque","Male","French",1882,1963,"Cubism",15,744,1982,1,7367
